tree.0001.01,tree.0001.02,tree.0001.03,tree.0001.04,tree.0001.05,tree.0002.01,tree.0002.02,tree.0002.03,tree.0002.04,tree.0002.05,tree.0003.01,tree.0003.02,tree.0003.03,tree.0003.04,tree.0003.05,tree.0004.01,tree.0004.02,tree.0004.03,tree.0004.04,tree.0004.05,tree.0005.01,tree.0005.02,tree.0005.03,tree.0005.04,tree.0005.05,tree.0006.01,tree.0006.02,tree.0006.03,tree.0006.04,tree.0006.05,tree.0007.01,tree.0007.02,tree.0007.03,tree.0007.04,tree.0007.05,tree.0008.01,tree.0008.02,tree.0008.03,tree.0008.04,tree.0008.05,tree.0009.01,tree.0009.02,tree.0009.03,tree.0009.04,tree.0009.05,tree.0010.01,tree.0010.02,tree.0010.03,tree.0010.04,tree.0010.05,tree.0011.01,tree.0011.02,tree.0011.03,tree.0011.04,tree.0011.05,tree.0012.01,tree.0012.02,tree.0012.03,tree.0012.04,tree.0012.05,tree.0013.01,tree.0013.02,tree.0013.03,tree.0013.04,tree.0013.05,tree.0014.01,tree.0014.02,tree.0014.03,tree.0014.04,tree.0014.05,tree.0015.01,tree.0015.02,tree.0015.03,tree.0015.04,tree.0015.05,tree.0016.01,tree.0016.02,tree.0016.03,tree.0016.04,tree.0016.05,tree.0017.01,tree.0017.02,tree.0017.03,tree.0017.04,tree.0017.05,tree.0018.01,tree.0018.02,tree.0018.03,tree.0018.04,tree.0018.05,tree.0019.01,tree.0019.02,tree.0019.03,tree.0019.04,tree.0019.05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397.89209885,73.0861172993,52.668066985,75.9741888848,83.2201260045,92.7719118925,655.209435204,715.142492516,540.743980922,727.358148481,668.813580515,581.960382413,593.445251149,719.223897066,499.931221822,626.099816544,846.335695062,941.851218194,822.29225662,951.25673722,990.125928497,776.713360296,790.166062462,863.272973518,623.322995569,751.002794859,980.318907173,741.658505849,877.976723138,816.141523371,782.456570352,379.771467379,432.386515287,395.445468448,476.824727998,485.687724262,662.801050668,633.034243166,646.141447109,663.494736778,641.8509953,566.296278835,503.029550068,579.020755103,515.253017382,586.825435666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.678107713,26.4447076248,28.5556524722,27.8459889928,28.735748036,64.8138256328,63.0704876457,56.9235894757,64.8889636875,61.4875827622,59.1408649986,62.4697315889,69.6797242835,52.76453132,61.2171323695,69.5747827265,76.8850704363,64.7386107721,68.4213202724,76.1069125159,75.4625328249,64.6403264734,66.893272448,63.3022608453,62.9072964774,73.8549234368,67.8327789008,73.0912351507,63.0685241557,67.9955869215,22.5989588099,23.0567926148,24.7556265794,23.239761297,24.2411731786,64.7858661224,60.9888310627,60.4745453704,61.1236443366,66.3970324678,61.6976443681,54.3095895576,58.0439437706,58.3869724922,61.8110607646
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.883030779,26.8298721537,24.2745821898,27.3067109089,48.8083100013,52.0071403128,49.6811879662,55.1708690252,51.6623543086,46.7589630513,48.1575303701,57.187387146,44.6450176282,48.7314856371,49.7885740213,54.105839732,49.4330369038,52.0349619482,58.0440349327,54.9154600717,48.968508166,48.8683828852,46.9814758556,48.4360778037,56.1632825519,50.2678652506,55.3824984735,50.1756818964,57.1296909629,35.2053996309,36.6938271616,36.9122856691,36.5117496611,33.1602713763,55.3976055528,51.5421364992,45.970053322,51.8725526668,51.2799451507,49.4860084197,42.8010675015,50.4784724292,46.5580495466,48.0569315516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.558599236,27.3609776485,27.3028672785,54.36380138,56.7704379128,51.5082252949,61.3118654365,55.9156291308,51.4710413249,52.5256789077,62.0684703491,43.7362655915,54.5074645631,55.7001809663,67.0885887465,60.4180954717,66.5395784857,63.2243880159,60.2300355876,59.1233732485,60.2737772153,50.0720710584,54.0696212389,65.7816381525,59.6671321661,62.6529202625,59.2891417489,60.3706575648,40.2523642134,39.7179055978,39.1245017113,41.4168477305,41.1415575808,55.6956802111,56.3281378168,56.9396468468,58.1877248366,56.6023054383,53.9399366905,45.7784711759,54.2906928621,53.0378013031,50.0094341153
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.696250477,26.5804640067,71.2433275261,68.1330629813,64.5314144188,73.0665891753,66.2762077078,64.4833050086,65.2985049393,74.4955674403,52.1022991238,63.5336344226,76.5715796522,82.0250970623,72.5327512627,78.6299043162,83.9299710953,78.0186586954,69.9521321147,75.5744864369,68.2299675753,69.1614707276,81.0440881522,68.9237583189,82.7742357546,74.6714425193,74.1181377674,22.9635576078,21.7548253359,26.2278844352,22.7859147176,23.014322763,70.6830473806,67.1129473507,67.5431707088,68.0207414605,71.9563948961,64.0282612676,57.6715654864,64.3198324899,61.4461283559,65.6058944712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.331819601,67.3981467941,71.271907592,63.5614089354,76.3616491253,66.4215655496,65.4419709581,65.6339452907,74.0938865119,56.0875395839,66.4295638068,77.2401965598,83.374931361,74.669874253,82.364212869,85.4030931996,82.6654632938,70.7881026248,76.9929862813,67.3558168691,70.6574697771,83.0126856063,70.0890492888,78.9514080221,69.4457448648,76.7465689916,33.6779685295,35.5766002145,34.9415499412,34.1185602885,33.6401856356,71.163877134,65.6196461162,70.5474289787,68.088978098,68.7200232761,62.2301757952,59.2947958189,62.5320717825,59.6608309764,64.365632035
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568.11539059,467.000195564,394.101082673,484.496281216,440.960408645,397.654024559,407.408201687,485.052178358,334.502507618,405.774415685,541.057346375,573.182105932,502.061957182,571.24957241,608.66915176,516.447104533,479.210536992,533.326554603,418.177074322,464.763991749,591.765991441,464.247094328,570.288816821,510.515455509,512.281579408,123.86300956,145.041078251,133.871092067,154.251360464,161.397606243,460.749152163,438.701165673,426.864028591,441.010948548,456.35883304,395.269391905,355.616855643,413.258593163,363.051975154,414.380446659
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.349832651,396.451264485,510.942926698,465.483502056,410.381599851,425.523113462,507.763119037,352.137905272,423.950113715,547.982295677,604.668302909,529.57042272,595.926847315,641.747246332,539.347133741,490.374741429,559.056356024,420.515321229,478.009038194,618.729736492,479.261777636,599.219798806,547.585998436,543.582458139,168.533181465,197.27097541,178.728318729,210.724935279,217.071971279,481.66162653,461.707685452,449.994388195,462.342009035,465.310506695,419.087378252,359.4857039,433.066965198,381.816441932,434.438963469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.950407981,413.1319065,379.873346611,342.509318733,354.286576219,426.892242103,293.662229392,356.440654814,466.964928928,489.157872928,428.541587051,479.985479177,516.310171884,444.756754464,407.359644677,448.970793557,364.364304063,403.419616124,506.018244547,400.981575856,486.196922838,444.641854591,446.647763098,111.825158363,134.13750414,121.36379274,129.370431291,138.343410257,390.927976979,391.249170373,368.241167978,385.092293389,389.752756788,348.666241582,305.201084404,362.41237646,321.77860525,363.538265909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.080133347,479.224872202,420.861560861,435.560656872,526.511664059,364.795518062,437.214635855,570.387340595,625.99210595,545.467847919,616.120735111,655.630929525,559.347553971,513.41654624,565.609191851,441.358082438,500.361366029,642.569161152,504.666891866,603.015579331,551.676761175,554.975800757,167.015571058,194.146876395,178.48745846,207.950469529,215.07355981,482.313386834,475.834471345,462.909193945,475.67827307,482.383649595,433.678466956,376.949493804,440.94157492,390.411904069,448.73029351
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.077845742,392.816594697,393.949700001,483.679775304,337.170775217,408.926495155,520.33959808,570.13772552,498.893766677,557.71402208,608.894551364,508.03398096,474.78538398,516.938641528,408.752800128,462.371456347,595.402998676,467.376326116,554.284912746,505.900938301,513.072244963,161.608456277,185.718735867,173.682087342,200.850369785,207.320459514,454.011964666,438.145786328,410.189195864,430.804552364,445.795680422,398.73686772,346.427741378,407.113401829,369.460458524,402.093925692
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.218621083,361.25930454,426.628514016,300.375432133,357.033329348,480.24071508,501.895964991,450.753385443,499.012445653,532.455500974,459.343035103,410.256936209,470.094124248,370.019240067,412.296659375,530.461309775,413.522319024,494.47898803,445.958206776,447.494031495,102.544218025,119.158905376,106.902620524,121.563804496,129.487401619,402.001359802,386.63170303,378.443585136,380.261147259,396.554291448,344.602311138,298.1463649,359.437284318,322.28313415,373.693701977
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.298506895,439.603174651,305.740709697,380.983512305,488.707561727,520.058835892,454.327364044,513.758040485,540.536680505,465.185823059,427.41112743,488.652765672,377.698628765,423.06851304,541.229073239,437.867354483,510.915536077,468.241690169,461.323528392,133.458680392,153.728878368,142.576347261,162.799901418,166.478935072,410.861730578,395.099416672,383.735398861,400.723510835,397.802239436,362.644361057,312.946506831,377.275890519,333.931040616,384.760756963
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665.108653468,368.027321956,448.17418982,582.962567107,632.147358675,547.001045154,615.666156225,662.35197746,569.163435749,524.414659626,572.73286615,450.725784378,501.127306272,661.765199736,517.027852882,621.752653858,573.452732513,570.344420582,169.397101532,194.215766373,184.180082745,209.479014223,216.045659032,500.674326366,482.220722026,454.954972832,480.007741826,491.61248348,437.30315118,385.840258857,458.139482844,391.594118835,452.743600752
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.381813056,316.314867646,393.820512082,429.811458541,373.29037426,420.00131921,449.353295402,388.062667437,360.339233787,392.683497194,314.654529847,351.507399468,443.830937885,356.417260638,413.426344595,387.309778165,389.38609026,125.769385347,142.191997505,129.882900972,151.588955978,157.33522595,338.074941796,332.841596612,315.455782177,322.067129559,340.404626178,309.075665465,265.107501082,304.975240559,275.3213211,315.352341945
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.502727372,494.150646374,525.16798839,460.577539897,515.317357058,558.366770772,478.269917442,447.940966657,490.055559832,379.548501296,440.49412799,560.127256396,441.890254087,524.006845824,477.457029576,466.5684025,141.604091158,159.852600463,149.741635313,171.371759333,174.256563928,417.248794403,399.131556006,368.672715838,405.38388441,396.713107121,372.024205363,306.505283528,374.627942435,338.046302704,381.686309295
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.451929538,711.937804243,619.496517766,704.016780336,756.623345502,632.817750843,588.086356184,652.033901875,510.4723767,578.648680237,739.651817862,572.795833731,703.957260264,625.677795158,615.006923359,119.324912551,143.510684215,128.844263653,152.749753843,160.032778416,542.756961791,525.208444381,500.133629273,529.619582367,528.037857432,461.235879331,403.925946146,493.486144379,429.498344913,490.98056349
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.539382414,668.499578832,766.986878082,819.001206171,681.704187108,635.505271431,703.595230002,542.988123739,613.238092857,800.996538484,626.333623995,748.305287748,675.454082968,669.638955347,201.815487668,233.006068615,214.84177418,252.736874213,260.981339066,577.57237311,564.726958389,549.893175224,565.015977161,577.160003264,501.620054249,445.715038229,524.341951932,459.017873449,529.621060765
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.253200156,655.448782879,710.48075639,584.255210799,553.717664705,610.875809772,467.793501283,536.43773196,699.02062042,536.941216041,643.926284014,592.305881104,580.790821387,174.205208182,198.90493181,181.61898899,210.695553728,219.082576106,512.259850251,484.995442738,480.816785444,494.520982796,496.537303234,435.480706765,374.50891999,453.878218859,402.678108385,465.645543254
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871.218109477,804.640807241,665.348568123,631.312276892,704.692716662,535.551120511,612.891125566,785.434535561,615.905170158,734.172755801,673.986845969,656.735754137,224.468696581,257.600523159,237.428538318,279.979751465,284.571454127,571.627211319,551.619312281,556.134652854,567.416812966,560.864208811,493.749627594,447.477505515,511.1196374,446.396316573,517.279910252
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986.643569932,711.936265701,677.990730172,738.927286223,565.503393115,652.675449503,846.201909284,646.387537822,795.917872238,724.213304809,710.333006851,188.975018745,221.462115032,204.010252145,241.780683844,250.104152637,631.854585416,592.053667363,569.695654041,598.722664507,601.518647673,532.147250405,461.52993093,553.945766032,485.93082123,554.653691381
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715.235943284,560.028282818,618.708333183,490.450650954,542.12567692,702.125020271,551.169877421,664.936216704,596.844291841,592.480236941,153.9507997,173.558239145,160.514270035,184.125391626,192.602735797,534.609662114,512.156471324,491.98365737,504.159509151,522.068948942,460.355147982,401.404341434,474.02858759,412.816446982,486.596659662
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.150348078,583.706601227,454.700752738,517.448629199,661.073490302,517.932027803,610.454275812,569.045618343,550.057507002,211.328727805,237.879468753,222.428861499,262.022922568,265.701974659,489.540791097,462.965030618,456.187339377,474.782312223,480.066172381,422.314131586,380.37876895,434.866587687,385.139962861,437.3267314
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761.045493859,496.250667978,567.436881294,725.517315725,565.155833181,693.865446055,627.281667858,613.417757818,219.375850224,246.306477203,230.608195744,267.953995784,272.193063689,530.827647011,508.876138812,503.473003692,517.272368633,524.923698781,458.429125645,405.400665837,480.846135015,421.008522129,486.033109525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.213502602,444.837787625,553.577059717,443.776333436,515.260185811,472.570733616,464.673109067,119.391500449,140.550971209,131.850832062,146.88822331,154.221232,416.453197117,410.249368102,397.934368376,407.946954925,420.739859992,366.861557282,341.580676145,376.569895475,337.910422804,386.979203898
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611.851593474,641.404982058,505.996520201,596.975383901,544.917640086,534.532231665,179.545146847,206.95263952,192.858800661,224.118866734,227.61400144,466.436371702,455.42834747,434.221694405,459.471010087,458.959447066,409.868550497,363.007765577,423.55103544,377.527641298,423.866004382
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940.073601044,652.907281946,777.068693395,708.993762153,693.705775696,213.223600475,243.927479592,224.080699068,265.068876297,271.069589161,603.64260306,577.754863503,555.113585487,583.156152936,581.795925775,522.373235405,443.265251393,542.295439628,470.086124541,547.804971753
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.334719741,601.875869027,546.413798025,540.615090051,146.910731435,170.711507763,156.44686038,185.350226758,189.467608478,476.835540738,460.912684806,441.768679526,458.833074826,464.09331839,421.093457086,361.655866674,430.268766121,382.881006044,430.070979473
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849.871036323,669.944624759,660.700053004,164.218739137,190.819916567,175.972140038,204.339747459,213.727654342,591.782285243,557.473738215,522.879785825,558.578350541,556.607938807,496.020517627,423.619834065,526.046341638,455.795231436,519.155854699
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726.839471162,608.571370671,207.111152084,235.535757785,220.495109566,252.651826623,261.45408031,528.655962505,511.989941156,490.4128598,516.895379379,511.993071701,462.905052856,404.151620162,473.193453769,410.196122216,480.211249771
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704.661649847,173.254401655,203.231705715,184.565923269,215.294244246,221.078457867,525.304199679,513.068943583,483.768156389,501.175538957,511.44336083,460.784457729,394.904885137,474.853104195,416.875245751,473.160240788
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882.026836795,791.995026418,799.629836334,880.935857289,864.35936224,123.184848811,144.372175558,157.159902881,151.670023885,132.907807517,135.824060652,148.512250426,125.323318156,111.382687974,113.198780924
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941.071884672,828.356557228,906.379879856,905.841402682,142.54680624,169.140140664,183.538735351,176.707037612,150.949877792,160.855806701,165.291723654,147.238352621,129.500345504,133.682023789
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.278625881,924.912399987,919.44734337,131.973785494,151.112309235,167.971491531,161.01164318,142.914115347,146.727426555,162.251341331,134.654687807,121.049731333,121.145090241
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129.29248056,1014.00061226,153.721398887,169.832747636,193.907818837,184.638687246,160.50828732,169.424848546,182.390284767,155.13207416,137.181665309,136.910290941
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110.21952601,162.779734887,177.299898224,202.065175029,191.119724507,169.283611406,174.804682863,188.252186771,158.552991253,139.390317707,143.26307552
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592.390357668,448.898984389,432.880957977,453.730225043,456.362154724,413.883548399,354.102377179,427.127088828,371.760057975,423.669502946
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.200051148,411.618715995,437.466449135,441.866707717,400.224196777,353.031277687,417.688642174,364.648527435,408.439321791
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539.118187498,422.829229898,425.150213344,378.046221119,342.851643236,384.373388031,346.211567462,402.473766817
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.689124764,436.431633613,393.58812589,346.695833359,410.238804176,356.128028782,412.681810725
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.665346665,399.767170071,358.595908948,413.945034384,365.0248276,417.040400683
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.125822382,311.060178351,369.762822462,328.113156667,381.010451578
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.369570314,323.089235497,285.859592908,317.345252367
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.091001081,347.307233164,382.04068463
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.336258424,336.301692854
